发布者;实际爬取到的一级评论内容;评论时间;单条评论情绪值;信任度指数1;正向情绪最大绝对值;负向情绪最大绝对值;情绪极性差值;信任度指数2;帖子的真实被转发数;信任度指数3;帖子账号的粉丝数;信任度指数4;内容收藏数;信任度指数5;投币数;信任度指数6;信任度值;归一化信任度值
不务正业小木;AI写出来的，给AI看，凑DAU，AI刷流量，卖给AI投放;1656720535;-0.7563006807420094
不务正业小木;难怪uc上的推文好多都是莫名其妙的水文。;1656424557;-0.6129129189859803
不务正业小木;1写作猫2智能文案改写3文章智能续写;1656429859;0.8435299379821077
不务正业小木;课代表总结如下AI写作神器2分钟搞定3000字，现在写文案甚至不用码字？总结一、软件应用的问题二、软件应用的看法三、软;1666759801;-0.26401428595579257
不务正业小木;感谢up，我是个新手把每个篇章Boss战和大结局全想好了。可就是不知道该怎么水日常凑字数，好人一生18胎doge;1656555791;0.999963391251065
不务正业小木;用过的，ai写作逻辑性差到离谱，牛头不对马嘴的。我上一句话都写的地球上除了我没有人类了，下一句话这AI能给我整出王大爷下午过来串门还问我为什么地球上没有人了这种奇葩语句。;1657172652;0.9960111632162294
不务正业小木;别想了96一个月，每月20000字，无论用ai写作出来的是什么，无论是否对你有用，都会扣除写作字数;1670670238;-0.4936336369741292
不务正业小木;你现在都不知道自己的文案是你写成的，还是AI写成的;1667003635;-0.17318706409774864
不务正业小木;居然是秘塔写作猫视频都快看完了才知道说的哪款;1666718880;-0.5444878948100271
不务正业小木;你说的这些都是在误导人，根本不好用;1661909046;-0.7363167274332936
不务正业小木;妈耶，很久不关注软件了，现在都发展到这个地步了吗。。。。脸红脸红脸红真牛皮;1657112993;0.7315575675009749
不务正业小木;为什么注册不起？;1656999323;-0.4348425916633889
不务正业小木;牛批啊;1656654122;0.0436444199961159
不务正业小木;明人不说暗话，多钱;1656594317;-0.8096487061595135
不务正业小木;等你熟悉了，习惯了，依赖了就收费？;1656554687;0.44069957135344096
不务正业小木;这个可以离线用吗脸红;1656433745;0.15857878286486438
不务正业小木;绝脱单doge脱单doge;1656418296;-0.491314715456896
不务正业小木;目前已经是需要付费了;1668570896;-0.666666666666667
不务正业小木;用了，结果是屈原爱上了楚怀王脱单doge;1679236430;0.955118642009847
不务正业小木;智能文章改写和续写那两个是软件下载还是网址？;1677844587;0.12589622523810462
不务正业小木;写作蛙小程序，是Ai智能写作，功能挺多的，目前还是免费的，用起来很不错。;1677759708;0.9955567537160201
不务正业小木;httpsxiezuocatcomvcBWZYXMVOL78FE8AB3;1677485457;0.0
不务正业小木;挂掉了;1675582030;-0.6643362027245134
不务正业小木;后期怎么显示收费呢;1671927634;0.24532569137642257
不务正业小木;谢谢查重70;1671847791;-0.7633573628813874
不务正业小木;还有限制，贵的离谱;1670937460;-0.28488457691848623
不务正业小木;查重率怎么样？;1670931955;-0.5160736001706074
不务正业小木;能不能写小h文;1670517899;-0.08929030312422181
不务正业小木;用了，查重667，你最好是;1670503837;-0.958523655308577
不务正业小木;现在ai写作有字数限制了;1669479701;-0.15934356301694041
不务正业小木;手机打开网站有点乱，功能都黏在一起了tv目瞪口呆;1668770455;-0.945739608786103
不务正业小木;注册还要邀请码？;1667837483;-0.9019402614079208
不务正业小木;没什么用;1664195108;-0.2382671480144405
不务正业小木;怎么邀请码不对不给加入;1664096273;-0.8791201605852461
不务正业小木;为什么说邀请码不正确;1663511225;-0.5315715636637985
不务正业小木;邀请码没有怎么办呢？;1661833652;-0.7144951421492209
不务正业小木;可以在无聊的时候试试看真不好用;1661766965;-0.10611248562050823
不务正业小木;哪里下载啊，手机能用吗;1658652268;-0.17317762053804087
不务正业小木;邀请码是什么呀;1658338542;-0.47267407640640413
不务正业小木;这不就是注水文吗;1658107477;-0.2195621478078842
不务正业小木;营销号狂喜;1658072394;-0.3000915350236575
不务正业小木;商业用还是要自己爬格子，这玩意写出来的驴唇不对马嘴;1658006378;-0.7251483962904532
不务正业小木;能到飞卢去凑字数么;1657808121;0.15631902606773074
不务正业小木;我这里有挂微信平台，一天正常40多收入有兴趣私信我，免费分享;1657570297;0.8777229381673379
